reason,2
year,5
spokesperson,1
bag,7
supply,1
bar,1
roadtrip,1
trip,2
music,3
bang,1
friend,2
nit,1
#,2
upgrade,2
receiver,2
havent,2
devise,1
version,4
pack,1
something,4
quality,26
restraint,1
eye,6
delay,2
charger,1
size,3
difference,1
detail,2
drive,6
device,10
flash,1
minus,2
deal,2
compare,2
I,1
battery,14
unarguably,2
glance,1
microdrive,1
audio,1
panel,1
close,1
hand,4
karma,1
cd,1
website,2
set,2
mini,7
star,2
retailer,1
one,13
photo,1
#that,1
reviewer,4
store,2
theft,2
people,7
headphone,12
bud,2
spin,1
suck,1
thing,11
instinct,1
buy,1
branding,1
run,1
research,3
pad,2
UI,2
post,1
modulator,2
rubber,1
drawback,2
signal,3
info,2
zen,2
test,1
collection,2
pro,3
list,2
look,12
sync,1
#It,2
gripe,1
month,1
piece,2
desk,2
page,2
support,1
earbud,2
seeem,1
color,6
concept,1
backlight,1
back,2
update,1
interface,2
life,8
anything,1
button,10
load,2
rate,3
company,5
gb,3
reception,3
factor,3
news,2
owner,3
mistake,2
recorder,1
purchase,3
start,2
counter,3
engineer,1
way,2
forum,2
MP3,1
mp3,1
folder/envelope,1
clarity,1
micro,4
complaint,3
service,4
time,13
accessory,2
base,2
play,3
container,1
expert,2
software,5
release,2
program,1
ipod,2
doesnt,1
relation,2
number,1
-lrb-,21
seconds,1
sony,1
problem,6
review,10
price,10
-rsb-,4
warranty,4
lock,2
becouse,1
ie,2
case,5
guide,1
song,6
phase,1
issue,7
surface,1
work,3
wife,1
testing,1
system,7
light,8
ambience,1
phone,1
following,1
didnt,2
favorite,1
word,1
card,5
resul,1
blocker,1
Napster,1
exercise,4
guy,1
cycle,1
capacity,2
rock,1
computer,6
file,10
world,3
feature,19
-rrb-,34
stand,2
firmware,11
bundle,1
finger,1
product,11
lover,1
throbbing,2
site,2
2.0,1
choice,5
board,1
Ipod,1
icing,2
clip,1
#the,1
luck,1
LP,1
life-span,1
bonus,2
sound,12
feel,2
experience,3
space,5
trial,2
second,1
radio,3
hit,1
download,1
strip,1
polyester,1
function,3
tag,1
cable,9
day,4
waste,1
Player,1
level,2
everyone,1
format,3
sofware,1
LCD,2
plus,5
pause,1
cord,4
unit,1
disk,4
1.0,1
person,2
plug,1
job,1
glow,1
dont,2
option,2
datum,1
note,1
game,1
gig,1
blend,1
muvo2,1
box,2
boy,1
point,1
5gb,2
touchpad,2
hour,3
buck,2
array,1
craze,1
design,7
station,3
value,2
#to,1
player,60
tuner,4
coating,2
follower,1
wheel,5
album,1
alternative,4
control,2
designer,2
jack,9
pc,2
performance,2
user,3
